ID;Nombre;IdFutwiz;Enlace;Media;Calidad;Equipo;Liga;Pais;Ritmo;Tiro;Pase;Regate;Defensa;Fisico
1816;jean-clair todibo;895;https://www.futwiz.com/en/fc25/player/jean-clair-todibo/895;80;gold;West Ham ;ENG 1;Francia;81;47;64;69;80;78
1817;morten hjulmand;761;https://www.futwiz.com/en/fc25/player/morten-hjulmand/761;80;gold;Sporting CP ;POR 1;Dinamarca;65;66;76;74;75;83
1818;amir rrahmani;178;https://www.futwiz.com/en/fc25/player/amir-rrahmani/178;80;gold-nr;SSC Napoli ;ITA 1;Kosovo;69;51;58;61;82;78
1819;tierna davidson;802;https://www.futwiz.com/en/fc25/player/tierna-davidson/802;80;gold;NJ/NY Gotham ;USA F;Estados Unidos;68;50;65;65;84;76
1820;mohamed simakan;18307;https://www.futwiz.com/en/fc25/player/mohamed-simakan/18307;80;gold;Al Nassr ;SAU 1;Francia;75;43;65;69;81;80
1821;mohamed simakan;20280;https://www.futwiz.com/en/fc25/player/mohamed-simakan/20280;80;gold;RB Leipzig ;GER 1;Francia;75;43;65;69;81;80
1822;midge purce;723;https://www.futwiz.com/en/fc25/player/midge-purce/723;80;gold;NJ/NY Gotham ;USA F;Estados Unidos;89;76;76;79;42;73
1823;alessandro buongiorno;169;https://www.futwiz.com/en/fc25/player/alessandro-buongiorno/169;80;gold-nr;SSC Napoli ;ITA 1;Italia;65;45;69;65;82;76
1824;bryan mbeumo;739;https://www.futwiz.com/en/fc25/player/bryan-mbeumo/739;80;gold-nr;Brentford ;ENG 1;Camerun;84;80;74;80;49;76
1825;joao felix;790;https://www.futwiz.com/en/fc25/player/joao-felix/790;80;gold;Chelsea ;ENG 1;Portugal;80;78;77;84;40;67
1826;christoph baumgartner;635;https://www.futwiz.com/en/fc25/player/christoph-baumgartner/635;80;gold-nr;RB Leipzig ;GER 1;Austria;77;74;74;82;47;60
1827;sergio gomez;18712;https://www.futwiz.com/en/fc25/player/sergio-gomez/18712;80;gold-if;Real Sociedad ;ESP 1;España;77;78;81;83;77;73
1828;mehdi taremi;897;https://www.futwiz.com/en/fc25/player/mehdi-taremi/897;80;gold-nr;Lombardia FC ;ITA 1;Iran;78;79;75;81;38;73
1829;dominik livakovic;748;https://www.futwiz.com/en/fc25/player/dominik-livakovic/748;80;gold;Fenerbahce ;TUR 1;Croacia;80;76;71;83;56;80
1830;ferran torres;891;https://www.futwiz.com/en/fc25/player/ferran-torres/891;80;gold;FC Barcelona ;ESP 1;España;84;78;76;81;35;68
1831;nicolas gonzalez;775;https://www.futwiz.com/en/fc25/player/nicolas-gonzalez/775;80;gold-nr;Juventus ;ITA 1;Argentina;85;76;73;83;45;62
1832;hanna glas;20274;https://www.futwiz.com/en/fc25/player/hanna-glas/20274;80;gold;KC Current ;USA F;Suecia;73;50;70;70;81;77
1833;hanna glas;18309;https://www.futwiz.com/en/fc25/player/hanna-glas/18309;80;gold;Seattle Reign ;USA F;Suecia;73;50;70;70;81;77
1834;jonathan clauss;350;https://www.futwiz.com/en/fc25/player/jonathan-clauss/350;80;gold;OGC Nice ;FRA 1;Francia;88;69;76;78;73;69
1835;amadou haidara;766;https://www.futwiz.com/en/fc25/player/amadou-haidara/766;80;gold-nr;RB Leipzig ;GER 1;Mali;66;72;79;81;72;69
1836;albert gudmundsson;771;https://www.futwiz.com/en/fc25/player/albert-gudmundsson/771;80;gold;Fiorentina ;ITA 1;Islandia;87;79;70;83;37;72
1837;kevin danso;803;https://www.futwiz.com/en/fc25/player/kevin-danso/803;80;gold;RC Lens ;FRA 1;Austria;75;32;57;62;80;85
1838;pervis estupinan;793;https://www.futwiz.com/en/fc25/player/pervis-estupinan/793;80;gold-nr;Brighton ;ENG 1;Ecuador;78;57;75;79;77;75
1839;daniel munoz;733;https://www.futwiz.com/en/fc25/player/daniel-munoz/733;80;gold;Crystal Palace ;ENG 1;Colombia;84;66;72;76;75;82
1840;juan foyth;784;https://www.futwiz.com/en/fc25/player/juan-foyth/784;80;gold;Villarreal CF ;ESP 1;Argentina;71;46;71;72;81;77
1841;facundo medina;349;https://www.futwiz.com/en/fc25/player/facundo-medina/349;80;gold;RC Lens ;FRA 1;Argentina;73;36;69;72;80;79
1842;abby dahlkemper;18308;https://www.futwiz.com/en/fc25/player/abby-dahlkemper/18308;80;gold-nr;Bay FC ;USA F;Estados Unidos;46;47;61;63;84;72
1843;abby dahlkemper;20276;https://www.futwiz.com/en/fc25/player/abby-dahlkemper/20276;80;gold-nr;San Diego Wave ;USA F;Estados Unidos;46;47;61;63;84;72
1844;david neres;729;https://www.futwiz.com/en/fc25/player/david-neres/729;80;gold;SSC Napoli ;ITA 1;Brasil;86;75;75;86;43;64
1845;matteo guendouzi;770;https://www.futwiz.com/en/fc25/player/matteo-guendouzi/770;80;gold;Latium ;ITA 1;Francia;72;71;78;79;75;81
1846;yves bissouma;630;https://www.futwiz.com/en/fc25/player/yves-bissouma/630;80;gold-nr;Spurs ;ENG 1;Mali;71;67;75;81;78;77
1847;reinildo;743;https://www.futwiz.com/en/fc25/player/reinildo/743;80;gold;Atletico de Madrid ;ESP 1;Mozambique;84;55;68;75;78;79
1848;sebastian szymanski;898;https://www.futwiz.com/en/fc25/player/sebastian-szymanski/898;80;gold;Fenerbahce ;TUR 1;Polonia;81;77;79;79;51;67
1849;pol lirola;18660;https://www.futwiz.com/en/fc25/player/pol-lirola/18660;80;gold-if;OM ;FRA 1;España;80;72;81;80;80;81
1850;michele di gregorio;152;https://www.futwiz.com/en/fc25/player/michele-di-gregorio/152;80;gold;Juventus ;ITA 1;Italia;82;78;78;82;56;82
1851;harvey barnes;636;https://www.futwiz.com/en/fc25/player/harvey-barnes/636;80;gold-nr;Newcastle Utd ;ENG 1;Inglaterra;85;78;75;81;43;68
1852;edouard mendy;735;https://www.futwiz.com/en/fc25/player/edouard-mendy/735;80;gold;Al Ahli ;SAU 1;Senegal;78;77;75;81;34;79
1853;zubeldia;878;https://www.futwiz.com/en/fc25/player/zubeldia/878;80;gold;Real Sociedad ;ESP 1;España;78;63;74;73;80;82
1854;wataru endo;795;https://www.futwiz.com/en/fc25/player/wataru-endo/795;80;gold-nr;Liverpool ;ENG 1;Japon;60;68;71;78;79;76
1855;fredrik aursnes;640;https://www.futwiz.com/en/fc25/player/fredrik-aursnes/640;80;gold;SL Benfica ;POR 1;Noruega;76;66;77;80;76;81
1856;simon banza;18310;https://www.futwiz.com/en/fc25/player/simon-banza/18310;80;gold;Trabzonspor ;TUR 1;RD Congo;75;80;56;76;36;77
1857;simon banza;20278;https://www.futwiz.com/en/fc25/player/simon-banza/20278;80;gold;SC Braga ;POR 1;RD Congo;75;80;56;76;36;77
1858;javi galan;782;https://www.futwiz.com/en/fc25/player/javi-galan/782;80;gold-nr;Atletico de Madrid ;ESP 1;España;79;56;74;79;77;72
1859;marion torrent;892;https://www.futwiz.com/en/fc25/player/marion-torrent/892;80;gold;Montpellier ;FRA F;Francia;70;58;74;76;81;73
1860;pepelu;779;https://www.futwiz.com/en/fc25/player/pepelu/779;80;gold-nr;Valencia CF ;ESP 1;España;68;70;80;77;75;78
1861;vangelis pavlidis;724;https://www.futwiz.com/en/fc25/player/vangelis-pavlidis/724;80;gold;SL Benfica ;POR 1;Grecia;75;82;67;78;44;82
1862;andre silva;889;https://www.futwiz.com/en/fc25/player/andre-silva/889;80;gold-nr;RB Leipzig ;GER 1;Portugal;74;80;71;81;46;77
1863;davide calabria;810;https://www.futwiz.com/en/fc25/player/davide-calabria/810;80;gold-nr;Milano FC ;ITA 1;Italia;78;57;70;76;79;71
1864;isac lidberg;18662;https://www.futwiz.com/en/fc25/player/isac-lidberg/18662;80;gold-if;SV Darmstadt 98 ;GER 2;Suecia;87;80;72;75;54;89
1865;nuno santos;777;https://www.futwiz.com/en/fc25/player/nuno-santos/777;80;gold;Sporting CP ;POR 1;Portugal;83;81;76;80;70;76
1866;fabio abreu;18866;https://www.futwiz.com/en/fc25/player/fabio-abreu/18866;80;gold-if;Beijing FC ;CHN 1;Angola;85;82;64;78;33;83
1867;jessie fleming;786;https://www.futwiz.com/en/fc25/player/jessie-fleming/786;80;gold;Portland Thorns ;USA F;Canada;82;77;77;82;68;51
1868;marine dafeur;805;https://www.futwiz.com/en/fc25/player/marine-dafeur/805;80;gold-nr;FC Fleury 91 ;FRA F;Argelia;73;74;80;80;68;76
1869;andre-franck zambo anguissa;171;https://www.futwiz.com/en/fc25/player/andre-franck-zambo-anguissa/171;80;gold;SSC Napoli ;ITA 1;Camerun;75;67;71;76;77;88
1870;lola gallardo;781;https://www.futwiz.com/en/fc25/player/lola-gallardo/781;80;gold-nr;Atletico de Madrid ;ESP F;España;81;75;77;82;51;80
1871;marta torrejon;893;https://www.futwiz.com/en/fc25/player/marta-torrejon/893;80;gold-nr;FC Barcelona ;ESP F;España;63;54;74;73;80;75
1872;kelley o'hara;727;https://www.futwiz.com/en/fc25/player/kelley-ohara/727;80;gold-nr;NJ/NY Gotham ;USA F;Estados Unidos;83;56;72;75;78;73
1873;giovani lo celso;18306;https://www.futwiz.com/en/fc25/player/giovani-lo-celso/18306;80;gold-nr;Real Betis ;ESP 1;Argentina;69;74;81;83;68;71
1874;giovani lo celso;20279;https://www.futwiz.com/en/fc25/player/giovani-lo-celso/20279;80;gold-nr;Spurs ;ENG 1;Argentina;69;74;81;83;68;71
1875;miguel araujo;18816;https://www.futwiz.com/en/fc25/player/miguel-araujo/18816;80;gold-if;Portland Timbers ;MLS;Peru;78;51;63;74;80;86
1876;denis bouanga;279;https://www.futwiz.com/en/fc25/player/denis-bouanga/279;80;gold;LAFC ;MLS;Gabon;85;81;74;79;38;79
1877;joe gomez;776;https://www.futwiz.com/en/fc25/player/joe-gomez/776;80;gold;Liverpool ;ENG 1;Inglaterra;82;28;71;72;80;79
1878;joachim andersen;645;https://www.futwiz.com/en/fc25/player/joachim-andersen/645;80;gold-nr;Fulham ;ENG 1;Dinamarca;52;57;72;66;79;84
1879;alexander nubel;728;https://www.futwiz.com/en/fc25/player/alexander-nubel/728;80;gold-nr;VfB Stuttgart ;GER 1;Alemania;81;76;81;82;48;78
1880;vedat muriqi;732;https://www.futwiz.com/en/fc25/player/vedat-muriqi/732;80;gold-nr;RCD Mallorca ;ESP 1;Kosovo;53;82;63;73;29;82
1881;mario pasalic;725;https://www.futwiz.com/en/fc25/player/mario-pasalic/725;80;gold-nr;Bergamo Calcio ;ITA 1;Croacia;69;78;77;81;67;77
1882;marin jakolis;18870;https://www.futwiz.com/en/fc25/player/marin-jakolis/18870;80;gold-if;Macarthur FC ;AUS 1;Croacia;91;77;78;80;67;84
1883;davinson sanchez;903;https://www.futwiz.com/en/fc25/player/davinson-sanchez/903;80;gold;Galatasaray ;TUR 1;Colombia;77;47;55;65;79;82
1884;hamari traore;257;https://www.futwiz.com/en/fc25/player/hamari-traore/257;80;gold;Real Sociedad ;ESP 1;Mali;82;57;72;76;75;78
1885;diego carlos;902;https://www.futwiz.com/en/fc25/player/diego-carlos/902;80;gold-nr;Aston Villa ;ENG 1;Brasil;63;47;63;67;79;76
1886;olivier ntcham;18711;https://www.futwiz.com/en/fc25/player/olivier-ntcham/18711;80;gold-if;Samsunspor ;TUR 1;Camerun;76;78;82;84;72;82
1887;matteo politano;172;https://www.futwiz.com/en/fc25/player/matteo-politano/172;80;gold-nr;SSC Napoli ;ITA 1;Italia;80;78;78;83;42;54
1888;allan saint-maximin;904;https://www.futwiz.com/en/fc25/player/allan-saint-maximin/904;80;gold;Fenerbahce ;TUR 1;Francia;89;72;73;87;29;68
1889;seko fofana;785;https://www.futwiz.com/en/fc25/player/seko-fofana/785;80;gold;Ettifaq FC ;SAU 1;C. Marfil;71;77;76;78;73;86
1890;lucas zelarayan;880;https://www.futwiz.com/en/fc25/player/lucas-zelarayan/880;80;gold;Al Fateh ;SAU 1;Armenia;71;77;79;83;46;67
1891;walter benitez;634;https://www.futwiz.com/en/fc25/player/walter-benitez/634;80;gold;PSV ;NED 1;Argentina;79;78;72;82;37;79
1892;alexey miranchuk;20468;https://www.futwiz.com/en/fc25/player/alexey-miranchuk/20468;80;gold-nr;Atlanta United ;MLS;Rusia;71;73;79;82;31;60
1893;pierre-emile hojbjerg;347;https://www.futwiz.com/en/fc25/player/pierre-emile-hojbjerg/347;80;gold-nr;OM ;FRA 1;Dinamarca;50;73;76;74;77;80
1894;thomas lemar;749;https://www.futwiz.com/en/fc25/player/thomas-lemar/749;80;gold;Atletico de Madrid ;ESP 1;Francia;81;77;81;83;67;64
1895;joao mario;20282;https://www.futwiz.com/en/fc25/player/joao-mario/20282;80;gold-nr;SL Benfica ;POR 1;Portugal;68;76;80;82;64;68
1896;joao mario;18303;https://www.futwiz.com/en/fc25/player/joao-mario/18303;80;gold-nr;Besiktas ;TUR 1;Portugal;68;76;80;82;64;68
1897;ivan toney;18304;https://www.futwiz.com/en/fc25/player/ivan-toney/18304;80;gold-nr;Al Ahli ;SAU 1;Inglaterra;77;81;71;75;51;81
1898;ivan toney;20277;https://www.futwiz.com/en/fc25/player/ivan-toney/20277;80;gold-nr;Brentford ;ENG 1;Inglaterra;77;81;71;75;51;81
1899;timo werner;885;https://www.futwiz.com/en/fc25/player/timo-werner/885;80;gold;Spurs ;ENG 1;Alemania;91;79;69;80;35;69
1900;vincenzo grifo;773;https://www.futwiz.com/en/fc25/player/vincenzo-grifo/773;80;gold-nr;SC Freiburg ;GER 1;Italia;69;77;82;81;43;64
1901;timmy thiele;18710;https://www.futwiz.com/en/fc25/player/timmy-thiele/18710;80;gold-if;Energie Cottbus ;GER 3;Alemania;85;81;68;77;41;80
1902;wladimiro falcone;792;https://www.futwiz.com/en/fc25/player/wladimiro-falcone/792;80;gold;Lecce ;ITA 1;Italia;83;79;75;84;27;76
1903;salem al dawsari;648;https://www.futwiz.com/en/fc25/player/salem-al-dawsari/648;80;gold;Al Hilal ;SAU 1;Arabia S.;85;75;72;84;52;80
1904;hakim ziyech;879;https://www.futwiz.com/en/fc25/player/hakim-ziyech/879;80;gold;Galatasaray ;TUR 1;Marruecos;74;77;82;80;50;66
1905;william carvalho;900;https://www.futwiz.com/en/fc25/player/william-carvalho/900;80;gold-nr;Real Betis ;ESP 1;Portugal;37;68;78;76;76;84
1906;maximilian arnold;641;https://www.futwiz.com/en/fc25/player/maximilian-arnold/641;80;gold-nr;VfL Wolfsburg ;GER 1;Alemania;63;79;79;77;76;76
1907;teji savanier;348;https://www.futwiz.com/en/fc25/player/teji-savanier/348;80;gold;Montpellier ;FRA 1;Francia;60;76;84;82;68;68
1908;ruiz de galarreta;905;https://www.futwiz.com/en/fc25/player/ruiz-de-galarreta/905;80;gold-nr;Athletic Club ;ESP 1;España;72;65;77;79;77;76
1909;harry maguire;744;https://www.futwiz.com/en/fc25/player/harry-maguire/744;80;gold-nr;Man Utd ;ENG 1;Inglaterra;37;57;70;65;80;82
1910;james tarkowski;896;https://www.futwiz.com/en/fc25/player/james-tarkowski/896;80;gold-nr;Everton ;ENG 1;Inglaterra;47;45;64;59;81;81
1911;nahki wells;18817;https://www.futwiz.com/en/fc25/player/nahki-wells/18817;80;gold-if;Bristol City ;ENG 2;Bermudas;86;82;75;80;57;78
1912;suso;788;https://www.futwiz.com/en/fc25/player/suso/788;80;gold-nr;Sevilla FC ;ESP 1;España;72;76;80;83;32;51
1913;eric dier;799;https://www.futwiz.com/en/fc25/player/eric-dier/799;80;gold-nr;FC Bayern Munchen ;GER 1;Inglaterra;58;63;70;63;81;81
1914;roberto firmino;637;https://www.futwiz.com/en/fc25/player/roberto-firmino/637;80;gold;Al Ahli ;SAU 1;Brasil;67;75;79;85;58;76
1915;robbie brady;18820;https://www.futwiz.com/en/fc25/player/robbie-brady/18820;80;gold-if;Preston ;ENG 2;Rep. Irlanda;78;77;86;82;81;80
1916;jordan veretout;18305;https://www.futwiz.com/en/fc25/player/jordan-veretout/18305;80;gold;OL ;FRA 1;Francia;75;75;78;79;75;80
1917;jordan veretout;20281;https://www.futwiz.com/en/fc25/player/jordan-veretout/20281;80;gold;OM ;FRA 1;Francia;75;75;78;79;75;80
1918;david lopez;746;https://www.futwiz.com/en/fc25/player/david-lopez/746;80;gold-nr;Girona FC ;ESP 1;España;45;60;71;66;82;75
1919;danilo pereira;20275;https://www.futwiz.com/en/fc25/player/danilo-pereira/20275;80;gold-nr;Paris SG ;FRA 1;Portugal;50;63;70;70;80;84
1920;danilo pereira;18311;https://www.futwiz.com/en/fc25/player/danilo-pereira/18311;80;gold-nr;Al Ittihad ;SAU 1;Portugal;50;63;70;70;80;84
1921;hans vanaken;888;https://www.futwiz.com/en/fc25/player/hans-vanaken/888;80;gold;Club Brugge ;BEL 1;Belgica;45;79;83;77;60;76
1922;lars unnerstall;890;https://www.futwiz.com/en/fc25/player/lars-unnerstall/890;80;gold;FC Twente ;NED 1;Alemania;80;80;66;83;32;80
1923;james mcclean;18764;https://www.futwiz.com/en/fc25/player/james-mcclean/18764;80;gold-if;Wrexham ;ENG 3;Rep. Irlanda;79;78;79;80;76;85
1924;xherdan shaqiri;18918;https://www.futwiz.com/en/fc25/player/xherdan-shaqiri/18918;80;gold-if;FC Basel 1893 ;SUI 1;Suiza;78;82;84;82;47;74
1925;nemanja gudelj;772;https://www.futwiz.com/en/fc25/player/nemanja-gudelj/772;80;gold;Sevilla FC ;ESP 1;Serbia;54;73;78;70;79;85
1926;mario gotze;774;https://www.futwiz.com/en/fc25/player/mario-gotze/774;80;gold;Frankfurt ;GER 1;Alemania;55;74;83;83;55;69
1927;nemanja matic;740;https://www.futwiz.com/en/fc25/player/nemanja-matic/740;80;gold-nr;OL ;FRA 1;Serbia;35;67;76;76;78;78
1928;daley blind;629;https://www.futwiz.com/en/fc25/player/daley-blind/629;80;gold;Girona FC ;ESP 1;Holanda;36;62;83;77;83;70
1929;benjamin andre;644;https://www.futwiz.com/en/fc25/player/benjamin-andre/644;80;gold;LOSC Lille ;FRA 1;Francia;61;64;73;75;78;83
1930;de marcos;800;https://www.futwiz.com/en/fc25/player/de-marcos/800;80;gold-nr;Athletic Club ;ESP 1;España;79;64;74;75;77;78
1931;jordi alba;278;https://www.futwiz.com/en/fc25/player/jordi-alba/278;80;gold-nr;Inter Miami CF ;MLS;España;82;70;80;81;72;69
1932;alexis sanchez;20469;https://www.futwiz.com/en/fc25/player/alexis-sanchez/20469;80;gold;Udinese ;ITA 1;Chile;70;81;79;84;48;66
1933;marko arnautovic;642;https://www.futwiz.com/en/fc25/player/marko-arnautovic/642;80;gold;Lombardia FC ;ITA 1;Austria;70;79;78;79;44;78
1934;toby alderweireld;646;https://www.futwiz.com/en/fc25/player/toby-alderweireld/646;80;gold-nr;Royal Antwerp FC ;BEL 1;Belgica;50;61;74;66;81;82
1935;jordan henderson;763;https://www.futwiz.com/en/fc25/player/jordan-henderson/763;80;gold;Ajax ;NED 1;Inglaterra;64;72;81;76;75;78
1936;axel witsel;883;https://www.futwiz.com/en/fc25/player/axel-witsel/883;80;gold-nr;Atletico de Madrid ;ESP 1;Belgica;34;63;77;75;83;75
1937;dries mertens;734;https://www.futwiz.com/en/fc25/player/dries-mertens/734;80;gold;Galatasaray ;TUR 1;Belgica;68;78;81;81;43;50
1938;ivan rakitic;722;https://www.futwiz.com/en/fc25/player/ivan-rakitic/722;80;gold-nr;Hajduk Split ;CRO 1;Croacia;48;79;83;77;74;70
1939;kasper schmeichel;148;https://www.futwiz.com/en/fc25/player/kasper-schmeichel/148;80;gold-nr;Celtic ;SPFL;Dinamarca;77;76;79;78;42;80
1940;jesus navas;730;https://www.futwiz.com/en/fc25/player/jesus-navas/730;80;gold-nr;Sevilla FC ;ESP 1;España;81;68;79;80;76;55
1941;bento;753;https://www.futwiz.com/en/fc25/player/bento/753;80;gold;Al Nassr ;SAU 1;Brasil;79;76;77;83;28;81
1942;linda caicedo;843;https://www.futwiz.com/en/fc25/player/linda-caicedo/843;79;gold-nr;Real Madrid ;ESP F;Colombia;86;70;79;80;38;47
1943;joao neves;979;https://www.futwiz.com/en/fc25/player/joao-neves/979;79;gold;Paris SG ;FRA 1;Portugal;81;68;75;80;75;80
1944;elene lete;946;https://www.futwiz.com/en/fc25/player/elene-lete/946;79;gold-nr;Real Sociedad ;ESP F;España;80;75;75;80;54;78
1945;adriana nanclares;1098;https://www.futwiz.com/en/fc25/player/adriana-nanclares/1098;79;gold-nr;Athletic Club ;ESP F;España;80;75;70;81;45;78
1946;maddi torre;1047;https://www.futwiz.com/en/fc25/player/maddi-torre/1047;79;gold-nr;Athletic Club ;ESP F;España;63;56;76;70;82;74
1947;iris arnaiz;871;https://www.futwiz.com/en/fc25/player/iris-arnaiz/871;79;gold-nr;Sevilla FC ;ESP F;España;69;67;74;73;79;77
1948;cinta rodriguez;1075;https://www.futwiz.com/en/fc25/player/cinta-rodriguez/1075;79;gold;UD Tenerife ;ESP F;España;72;46;69;67;80;79
1949;lauren;998;https://www.futwiz.com/en/fc25/player/lauren/998;79;gold;Atletico de Madrid ;ESP F;Brasil;72;33;56;63;82;74
1950;toni payne;1088;https://www.futwiz.com/en/fc25/player/toni-payne/1088;79;gold;Everton ;;Nigeria;89;73;74;77;72;81
1951;paula tomas;1048;https://www.futwiz.com/en/fc25/player/paula-tomas/1048;79;gold;Aston Villa ;;España;82;49;75;76;77;76
1952;maria mendez;921;https://www.futwiz.com/en/fc25/player/maria-mendez/921;79;gold;Real Madrid ;ESP F;España;76;55;69;65;79;76
1953;jelena cankovic;842;https://www.futwiz.com/en/fc25/player/jelena-cankovic/842;79;gold-nr;Brighton ;;Serbia;73;79;75;82;59;71
1954;antonio silva;1055;https://www.futwiz.com/en/fc25/player/antonio-silva/1055;79;gold;SL Benfica ;POR 1;Portugal;80;37;64;69;79;80
1955;dorde petrovic;20290;https://www.futwiz.com/en/fc25/player/dorde-petrovic/20290;79;gold-nr;Chelsea ;ENG 1;Serbia;79;78;73;81;41;77
1956;dorde petrovic;18315;https://www.futwiz.com/en/fc25/player/dorde-petrovic/18315;79;gold-nr;Strasbourg ;FRA 1;Serbia;79;78;73;81;41;77
1957;salma paralluelo;1091;https://www.futwiz.com/en/fc25/player/salma-paralluelo/1091;79;gold;FC Barcelona ;ESP F;España;93;79;71;80;45;76
1958;caroline moller;914;https://www.futwiz.com/en/fc25/player/caroline-moller/914;79;gold-nr;Real Madrid ;ESP F;Dinamarca;76;78;70;79;45;75
1959;alejandro garnacho;985;https://www.futwiz.com/en/fc25/player/alejandro-garnacho/985;79;gold;Man Utd ;ENG 1;Argentina;86;75;72;81;37;59
1960;tainara;825;https://www.futwiz.com/en/fc25/player/tainara/825;79;gold-nr;FC Bayern Munchen ;GER F;Brasil;54;46;65;68;82;71
1961;shea groom;973;https://www.futwiz.com/en/fc25/player/shea-groom/973;79;gold-nr;Chicago Red Stars ;USA F;Estados Unidos;80;73;78;77;61;59
1962;kristen mcnabb;923;https://www.futwiz.com/en/fc25/player/kristen-mcnabb/923;79;gold-nr;San Diego Wave ;USA F;Estados Unidos;75;49;71;73;77;64
1963;ify onumonu;1093;https://www.futwiz.com/en/fc25/player/ify-onumonu/1093;79;gold-nr;Utah Royals FC ;USA F;Nigeria;88;77;65;74;40;77
1964;elizabeth ball;862;https://www.futwiz.com/en/fc25/player/elizabeth-ball/862;79;gold-nr;KC Current ;USA F;Estados Unidos;39;44;59;63;82;73
1965;savannah demelo;822;https://www.futwiz.com/en/fc25/player/savannah-demelo/822;79;gold-nr;Rac. Louisville ;USA F;Estados Unidos;66;76;78;80;52;67
1966;katie lind;942;https://www.futwiz.com/en/fc25/player/katie-lind/942;79;gold-nr;Houston Dash ;USA F;Estados Unidos;53;43;57;63;83;69
1967;arin wright;1037;https://www.futwiz.com/en/fc25/player/arin-wright/1037;79;gold-nr;Rac. Louisville ;USA F;Estados Unidos;66;54;67;75;80;77
1968;rocky rodriguez;1076;https://www.futwiz.com/en/fc25/player/rocky-rodriguez/1076;79;gold-nr;Angel City FC ;USA F;Costa Rica;50;76;77;79;73;84
1969;sam coffey;832;https://www.futwiz.com/en/fc25/player/sam-coffey/832;79;gold;Portland Thorns ;USA F;Estados Unidos;73;72;79;75;77;77
1970;phallon tullis-joyce;1046;https://www.futwiz.com/en/fc25/player/phallon-tullis-joyce/1046;79;gold-nr;Man Utd ;;Estados Unidos;80;74;75;80;44;80
1971;martina lenzini;948;https://www.futwiz.com/en/fc25/player/martina-lenzini/948;79;gold;Juventus ;;Italia;74;40;70;67;79;76
1972;morgan weaver;1040;https://www.futwiz.com/en/fc25/player/morgan-weaver/1040;79;gold-nr;Portland Thorns ;USA F;Estados Unidos;83;78;77;78;45;77
1973;louise fleury;990;https://www.futwiz.com/en/fc25/player/louise-fleury/990;79;gold-nr;FC Nantes ;FRA F;Francia;85;73;75;78;44;65
1974;vicki becho;857;https://www.futwiz.com/en/fc25/player/vicki-becho/857;79;gold;OL ;FRA F;Francia;84;77;70;85;45;65
1975;julie pasquereau;1089;https://www.futwiz.com/en/fc25/player/julie-pasquereau/1089;79;gold-nr;FC Nantes ;FRA F;Francia;56;38;65;60;80;80
1976;johan bakayoko;864;https://www.futwiz.com/en/fc25/player/johan-bakayoko/864;79;gold-nr;PSV ;NED 1;Belgica;86;71;70;82;33;63
1977;jess park;1090;https://www.futwiz.com/en/fc25/player/jess-park/1090;79;gold-nr;Manchester City ;;Inglaterra;84;70;71;83;41;58
1978;sarah mayling;926;https://www.futwiz.com/en/fc25/player/sarah-mayling/926;79;gold-nr;Aston Villa ;;Inglaterra;70;59;71;71;78;76
1979;katerina svitkova;1056;https://www.futwiz.com/en/fc25/player/katerina-svitkova/1056;79;gold-nr;Slavia Praha ;;Republica Checa;74;76;76;83;71;69
1980;vilde boe risa;850;https://www.futwiz.com/en/fc25/player/vilde-boe-risa/850;79;gold-nr;Atletico de Madrid ;ESP F;Noruega;64;68;73;79;63;74
1981;molly bartrip;858;https://www.futwiz.com/en/fc25/player/molly-bartrip/858;79;gold-nr;Spurs ;;Inglaterra;69;56;69;68;81;77
1982;noelle maritz;931;https://www.futwiz.com/en/fc25/player/noelle-maritz/931;79;gold-nr;Aston Villa ;;Suiza;77;47;75;72;79;73
1983;meret felde;994;https://www.futwiz.com/en/fc25/player/meret-felde/994;79;gold-nr;SC Freiburg ;GER F;Alemania;55;71;76;75;71;71
1984;marie muller;909;https://www.futwiz.com/en/fc25/player/marie-muller/909;79;gold;Portland Thorns ;USA F;Alemania;81;69;78;80;76;69
1985;stina johannes;964;https://www.futwiz.com/en/fc25/player/stina-johannes/964;79;gold-nr;Frankfurt ;GER F;Alemania;77;78;76;76;52;79
1986;sara agrez;876;https://www.futwiz.com/en/fc25/player/sara-agrez/876;79;gold-nr;1. FC Koln ;GER F;Eslovenia;76;48;70;65;79;79
1987;melissa kossler;955;https://www.futwiz.com/en/fc25/player/melissa-kossler/955;79;gold-nr;TSG Hoffenheim ;GER F;Alemania;82;80;68;76;45;78
1988;jana feldkamp;993;https://www.futwiz.com/en/fc25/player/jana-feldkamp/993;79;gold;TSG Hoffenheim ;GER F;Alemania;72;63;67;74;81;77
1989;isabella hartig;970;https://www.futwiz.com/en/fc25/player/isabella-hartig/970;79;gold-nr;TSG Hoffenheim ;GER F;Alemania;68;71;75;77;72;78
1990;eseosa aigbogun;874;https://www.futwiz.com/en/fc25/player/eseosa-aigbogun/874;79;gold-nr;AS Roma ;;Suiza;81;56;69;71;78;67
1991;dominika grabowska;977;https://www.futwiz.com/en/fc25/player/dominika-grabowska/977;79;gold-nr;TSG Hoffenheim ;GER F;Polonia;65;72;81;83;63;63
1992;sofie svava;1057;https://www.futwiz.com/en/fc25/player/sofie-svava/1057;79;gold;OL ;FRA F;Dinamarca;83;53;72;77;76;79
