Nombre,IdFutwiz,Enlace,Media,Calidad,Ritmo,Tiro,Pase,Regate,Defensa,Fisico
Abdoul Kader Bamba,14482,https://www.futwiz.com/en/fifa22/player/abdoul-kader-bamba/14482,72,silver-nr,82,64,68,74,42,57
Jacob Murphy,14483,https://www.futwiz.com/en/fifa22/player/jacob-murphy/14483,72,silver-nr,78,67,68,74,61,63
Birger Verstraete,14484,https://www.futwiz.com/en/fifa22/player/birger-verstraete/14484,72,silver-nr,68,60,71,71,67,70
Darragh Lenihan,14485,https://www.futwiz.com/en/fifa22/player/darragh-lenihan/14485,72,silver-nr,67,46,56,58,72,75
Joao Schmidt,14486,https://www.futwiz.com/en/fifa22/player/joao-schmidt/14486,72,silver,48,60,70,68,70,77
Osvaldo Alonso,14487,https://www.futwiz.com/en/fifa22/player/osvaldo-alonso/14487,72,silver,56,65,66,72,68,74
Casper Hojer,14488,https://www.futwiz.com/en/fifa22/player/casper-hojer/14488,72,silver,77,68,72,69,65,76
Enrique Bologna,14489,https://www.futwiz.com/en/fifa22/player/enrique-bologna/14489,72,libertadores,73,67,71,73,42,71
Jean Butez,14490,https://www.futwiz.com/en/fifa22/player/jean-butez/14490,72,silver-nr,72,71,74,73,45,70
Michal Sadilek,14491,https://www.futwiz.com/en/fifa22/player/michal-sadilek/14491,72,silver-nr,72,60,68,70,69,74
Daniel Johnson,14492,https://www.futwiz.com/en/fifa22/player/daniel-johnson/14492,72,silver,74,71,71,73,55,66
Nicolas Cozza,14493,https://www.futwiz.com/en/fifa22/player/nicolas-cozza/14493,72,silver,77,37,61,66,73,71
Damian Musto,14494,https://www.futwiz.com/en/fifa22/player/damian-musto/14494,72,sudamericana,44,49,65,61,69,75
Ruben Pardo,14495,https://www.futwiz.com/en/fifa22/player/ruben-pardo/14495,72,silver,53,69,75,72,64,52
Mattia Aramu,14496,https://www.futwiz.com/en/fifa22/player/mattia-aramu/14496,72,silver-nr,74,63,70,74,52,60
Valentin Eysseric,14497,https://www.futwiz.com/en/fifa22/player/valentin-eysseric/14497,72,silver,64,70,75,75,41,58
Yoshinori Muto,14498,https://www.futwiz.com/en/fifa22/player/yoshinori-muto/14498,72,silver,78,71,66,76,41,58
Alex Cordaz,14499,https://www.futwiz.com/en/fifa22/player/alex-cordaz/14499,72,silver-nr,67,71,62,74,26,72
Vincenzo Fiorillo,14500,https://www.futwiz.com/en/fifa22/player/vincenzo-fiorillo/14500,72,silver-nr,73,68,64,76,38,70
Maxim Leitsch,14501,https://www.futwiz.com/en/fifa22/player/maxim-leitsch/14501,72,silver,87,37,55,63,73,71
Matt Hedges,14502,https://www.futwiz.com/en/fifa22/player/matt-hedges/14502,72,silver,44,28,51,53,71,86
Manu Sanchez,14503,https://www.futwiz.com/en/fifa22/player/manu-sanchez/14503,72,silver-nr,71,44,61,67,69,62
Josip Misic,14504,https://www.futwiz.com/en/fifa22/player/josip-misic/14504,72,silver,66,67,73,73,63,70
Alvaro Lemos,14505,https://www.futwiz.com/en/fifa22/player/alvaro-lemos/14505,72,silver,81,64,65,70,65,73
Russell Canouse,14506,https://www.futwiz.com/en/fifa22/player/russell-canouse/14506,72,silver,66,51,61,65,69,81
Jaime Seoane,14507,https://www.futwiz.com/en/fifa22/player/jaime-seoane/14507,72,silver,69,66,73,73,66,70
Camarasa,14508,https://www.futwiz.com/en/fifa22/player/camarasa/14508,72,silver,58,72,72,73,68,72
Carlos Cuesta,14509,https://www.futwiz.com/en/fifa22/player/carlos-cuesta/14509,72,silver-nr,75,28,52,63,71,76
Junior Sornoza,14510,https://www.futwiz.com/en/fifa22/player/junior-sornoza/14510,72,libertadores,72,68,72,72,40,47
Seba,14511,https://www.futwiz.com/en/fifa22/player/seba/14511,72,silver,86,71,66,71,49,76
Vincent Pule,14512,https://www.futwiz.com/en/fifa22/player/vincent-pule/14512,72,silver,82,76,61,73,41,51
Alexis Blin,14513,https://www.futwiz.com/en/fifa22/player/alexis-blin/14513,72,silver-nr,40,55,66,64,70,77
Viktor Vasin,14514,https://www.futwiz.com/en/fifa22/player/viktor-vasin/14514,72,silver-nr,67,41,58,46,72,74
Manu Morlanes,14515,https://www.futwiz.com/en/fifa22/player/manu-morlanes/14515,72,silver,68,62,73,75,67,63
Johan Larsson,14516,https://www.futwiz.com/en/fifa22/player/johan-larsson/14516,72,silver,81,63,69,68,65,75
Mauricio,14517,https://www.futwiz.com/en/fifa22/player/mauricio/14517,72,silver-nr,60,43,54,51,72,76
Marlon Piedrahita,14518,https://www.futwiz.com/en/fifa22/player/marlon-piedrahita/14518,72,libertadores,73,63,70,70,66,73
Jed Steer,14519,https://www.futwiz.com/en/fifa22/player/jed-steer/14519,72,silver-nr,73,70,70,72,51,70
Diogo Figueiras,14520,https://www.futwiz.com/en/fifa22/player/diogo-figueiras/14520,72,silver,82,60,66,74,65,50
Charlie Austin,14521,https://www.futwiz.com/en/fifa22/player/charlie-austin/14521,72,silver,50,75,57,66,36,69
Lamine Fomba,14522,https://www.futwiz.com/en/fifa22/player/lamine-fomba/14522,72,silver,66,52,63,72,72,77
Alexis Vega,14523,https://www.futwiz.com/en/fifa22/player/alexis-vega/14523,72,silver,76,74,68,77,30,72
Michel Vlap,14524,https://www.futwiz.com/en/fifa22/player/michel-vlap/14524,72,silver,59,74,69,70,47,63
Kang Sang Woo,14525,https://www.futwiz.com/en/fifa22/player/kang-sang-woo/14525,72,silver,82,64,70,68,65,62
Facundo Garces,14526,https://www.futwiz.com/en/fifa22/player/facundo-garces/14526,72,silver,60,37,52,55,73,77
Alexandr Selikhov,14527,https://www.futwiz.com/en/fifa22/player/alexandr-selikhov/14527,72,silver-nr,72,69,71,74,39,74
Ismael Tajouri-Shradi,14528,https://www.futwiz.com/en/fifa22/player/ismael-tajouri-shradi/14528,72,silver-nr,82,70,64,75,33,57
Danijel Aleksic,14529,https://www.futwiz.com/en/fifa22/player/danijel-aleksic/14529,72,silver,71,74,74,74,46,73
Massimo Coda,14530,https://www.futwiz.com/en/fifa22/player/massimo-coda/14530,72,silver,60,74,51,70,25,62
Kevin Ruegg,14531,https://www.futwiz.com/en/fifa22/player/kevin-ruegg/14531,72,silver,80,52,65,72,66,78
Cedric Brunner,14532,https://www.futwiz.com/en/fifa22/player/cedric-brunner/14532,72,silver-nr,74,56,62,65,71,69
Andreas Skov Olsen,14533,https://www.futwiz.com/en/fifa22/player/andreas-skov-olsen/14533,72,silver,81,70,67,75,35,66
Christoph Zimmermann,14534,https://www.futwiz.com/en/fifa22/player/christoph-zimmermann/14534,72,silver,51,33,40,45,73,79
Facundo Torres,14535,https://www.futwiz.com/en/fifa22/player/facundo-torres/14535,72,sudamericana,83,67,69,73,36,55
Dennis Srbeny,14536,https://www.futwiz.com/en/fifa22/player/dennis-srbeny/14536,72,silver-nr,65,69,58,69,33,72
Agustin Urzi,14537,https://www.futwiz.com/en/fifa22/player/agustin-urzi/14537,72,silver-nr,85,63,64,74,36,58
Antonio Bareiro,14538,https://www.futwiz.com/en/fifa22/player/antonio-bareiro/14538,72,sudamericana,82,56,66,70,33,58
Jonathan Osorio,14539,https://www.futwiz.com/en/fifa22/player/jonathan-osorio/14539,72,silver-nr,60,68,70,74,64,67
Kyle Bartley,14540,https://www.futwiz.com/en/fifa22/player/kyle-bartley/14540,72,silver,53,27,49,50,72,81
Patrick Pentz,14541,https://www.futwiz.com/en/fifa22/player/patrick-pentz/14541,72,silver-nr,70,68,73,74,53,72
Koji Miyoshi,14542,https://www.futwiz.com/en/fifa22/player/koji-miyoshi/14542,72,silver,78,67,70,77,46,54
Bruno Fuchs,14543,https://www.futwiz.com/en/fifa22/player/bruno-fuchs/14543,72,silver,70,56,64,67,73,72
Lucas Villalba,13918,https://www.futwiz.com/en/fifa22/player/lucas-villalba/13918,72,libertadores,82,56,69,70,66,67
Renan Ribeiro,13917,https://www.futwiz.com/en/fifa22/player/renan-ribeiro/13917,72,silver-nr,75,65,64,76,52,72
Nicola Murru,13916,https://www.futwiz.com/en/fifa22/player/nicola-murru/13916,72,silver-nr,71,40,61,69,70,67
Dani Raba,13915,https://www.futwiz.com/en/fifa22/player/dani-raba/13915,72,silver-nr,66,71,70,72,38,58
Stefano Sturaro,13914,https://www.futwiz.com/en/fifa22/player/stefano-sturaro/13914,72,silver,68,67,70,72,75,75
Fabian Frei,13913,https://www.futwiz.com/en/fifa22/player/fabian-frei/13913,72,silver,57,70,71,69,69,74
Emanuel Britez,13912,https://www.futwiz.com/en/fifa22/player/emanuel-britez/13912,72,sudamericana,74,51,59,63,71,81
Lucas Deaux,13911,https://www.futwiz.com/en/fifa22/player/lucas-deaux/13911,72,silver,44,54,65,64,71,81
Alexander Muhling,13910,https://www.futwiz.com/en/fifa22/player/alexander-muhling/13910,72,silver-nr,62,69,71,74,57,64
Simon Banza,13909,https://www.futwiz.com/en/fifa22/player/simon-banza/13909,72,silver-nr,69,71,49,71,30,71
Jonathan Mensah,13908,https://www.futwiz.com/en/fifa22/player/jonathan-mensah/13908,72,silver,63,46,56,55,71,81
Ravel Morrison,13907,https://www.futwiz.com/en/fifa22/player/ravel-morrison/13907,72,silver,72,66,73,75,49,53
Marafona,13906,https://www.futwiz.com/en/fifa22/player/marafona/13906,72,silver-nr,73,73,66,72,36,72
Jack Stacey,13905,https://www.futwiz.com/en/fifa22/player/jack-stacey/13905,72,silver-nr,75,55,66,70,68,69
Maxime D'Arpino,13904,https://www.futwiz.com/en/fifa22/player/maxime-darpino/13904,72,silver-nr,66,60,71,71,67,71
Marius Gersbeck,13903,https://www.futwiz.com/en/fifa22/player/marius-gersbeck/13903,72,silver-nr,67,74,61,72,42,73
Ioannis Gelios,13902,https://www.futwiz.com/en/fifa22/player/ioannis-gelios/13902,72,silver-nr,74,69,61,74,46,71
Mikel Villanueva,13901,https://www.futwiz.com/en/fifa22/player/mikel-villanueva/13901,72,silver,65,40,59,61,70,80
Javier Abella,13900,https://www.futwiz.com/en/fifa22/player/javier-abella/13900,72,silver-nr,73,49,63,62,67,66
Martin Linnes,432,https://www.futwiz.com/en/fifa22/player/martin-linnes/432,72,silver-nr,86,57,64,73,67,65
Fredrik Andre Bjorkan,431,https://www.futwiz.com/en/fifa22/player/fredrik-andre-bjorkan/431,72,silver-nr,83,49,61,67,67,72
Joe Rodon,399,https://www.futwiz.com/en/fifa22/player/joe-rodon/399,72,silver,58,29,49,57,74,72
Andres Ibarguen,21292,https://www.futwiz.com/en/fifa22/player/andres-ibarguen/21292,71,libertadores,91,63,65,74,36,42
Roque Santa Cruz,21291,https://www.futwiz.com/en/fifa22/player/roque-santa-cruz/21291,71,libertadores,33,73,61,63,36,61
Guillermo Burdisso,21290,https://www.futwiz.com/en/fifa22/player/guillermo-burdisso/21290,71,libertadores,45,43,54,53,70,78
Jeison Lucumi,21289,https://www.futwiz.com/en/fifa22/player/jeison-lucumi/21289,71,libertadores,74,66,65,74,24,62
Yeison Guzman,20657,https://www.futwiz.com/en/fifa22/player/yeison-guzman/20657,71,libertadores,74,65,69,75,29,43
Cesar Fuentes,20656,https://www.futwiz.com/en/fifa22/player/cesar-fuentes/20656,71,libertadores,66,60,63,64,68,79
Marcos Bolados,20655,https://www.futwiz.com/en/fifa22/player/marcos-bolados/20655,71,libertadores,82,65,66,73,55,62
Hernan Barcos,20654,https://www.futwiz.com/en/fifa22/player/hernan-barcos/20654,71,libertadores,58,71,66,66,46,64
Brayan Cortes,20653,https://www.futwiz.com/en/fifa22/player/brayan-cortes/20653,71,libertadores,73,66,71,73,48,67
Alexander Mejia,20652,https://www.futwiz.com/en/fifa22/player/alexander-mejia/20652,71,libertadores,61,40,60,54,66,86
Jordan Davies,20503,https://www.futwiz.com/en/fifa22/player/jordan-davies/20503,71,silverif,84,70,72,75,67,72
Valentin Mihaila,20447,https://www.futwiz.com/en/fifa22/player/valentin-mihaila/20447,71,fantasy1,92,83,76,84,40,68
Aleksandar Pesic,20387,https://www.futwiz.com/en/fifa22/player/aleksandar-pesic/20387,71,silver-nr,66,70,62,66,45,77
Nicolas Viola,20386,https://www.futwiz.com/en/fifa22/player/nicolas-viola/20386,71,silver-nr,64,64,75,72,58,68
Airam Cabrera,20202,https://www.futwiz.com/en/fifa22/player/airam-cabrera/20202,71,silverif,70,73,68,72,37,78
Vladyslav Supriaha,19808,https://www.futwiz.com/en/fifa22/player/vladyslav-supriaha/19808,71,silver,87,70,50,71,19,51
Morten Frendrup,19807,https://www.futwiz.com/en/fifa22/player/morten-frendrup/19807,71,silver-nr,78,52,63,70,67,75
Carel Eiting,19806,https://www.futwiz.com/en/fifa22/player/carel-eiting/19806,71,silver,53,55,76,70,63,56
Amine Bassi,19805,https://www.futwiz.com/en/fifa22/player/amine-bassi/19805,71,silver-nr,69,67,68,74,49,61
Serdar Gurler,19804,https://www.futwiz.com/en/fifa22/player/serdar-gurler/19804,71,silver-nr,81,66,68,73,44,52
Onel Hernandez,19803,https://www.futwiz.com/en/fifa22/player/onel-hernandez/19803,71,silver-nr,83,65,62,73,34,69
Mikael Uhre,19802,https://www.futwiz.com/en/fifa22/player/mikael-uhre/19802,71,silver,89,67,50,68,33,76
Ike Ugbo,19801,https://www.futwiz.com/en/fifa22/player/ike-ugbo/19801,71,silver-nr,78,70,57,68,29,70
Domingos Quina,19800,https://www.futwiz.com/en/fifa22/player/domingos-quina/19800,71,silver,69,67,67,75,44,48
Joachim Van Damme,19799,https://www.futwiz.com/en/fifa22/player/joachim-van-damme/19799,71,silver,45,64,68,61,67,81
Hector Canteros,19798,https://www.futwiz.com/en/fifa22/player/hector-canteros/19798,71,silver,67,67,73,70,64,72
Giovanni Gonzalez,19797,https://www.futwiz.com/en/fifa22/player/giovanni-gonzalez/19797,71,silver-nr,74,43,59,65,68,63
Adam Davies,19796,https://www.futwiz.com/en/fifa22/player/adam-davies/19796,71,silver-nr,71,68,67,71,40,69
Albert Gudmundsson,19795,https://www.futwiz.com/en/fifa22/player/albert-gudmundsson/19795,71,silver,79,66,67,77,34,68
Cyrus Christie,19794,https://www.futwiz.com/en/fifa22/player/cyrus-christie/19794,71,silver-nr,83,53,63,68,66,75
Cristian Vega,19793,https://www.futwiz.com/en/fifa22/player/cristian-vega/19793,71,silver-nr,68,59,65,65,67,72
Patrick Roberts,19393,https://www.futwiz.com/en/fifa22/player/patrick-roberts/19393,71,silver,76,64,68,79,27,39
Cedric Itten,19392,https://www.futwiz.com/en/fifa22/player/cedric-itten/19392,71,silver,68,72,60,66,36,74
Arribas,19391,https://www.futwiz.com/en/fifa22/player/arribas/19391,71,silver-nr,69,41,55,58,71,74
Hong Chul,19390,https://www.futwiz.com/en/fifa22/player/hong-chul/19390,71,silver,86,48,68,70,64,74
Kellyn Acosta,19389,https://www.futwiz.com/en/fifa22/player/kellyn-acosta/19389,71,silver-nr,76,67,69,72,66,77
Sten Michael Grytebust,19388,https://www.futwiz.com/en/fifa22/player/sten-michael-grytebust/19388,71,silver-nr,73,70,65,72,44,71
Anthony Racioppi,19387,https://www.futwiz.com/en/fifa22/player/anthony-racioppi/19387,71,silver-nr,70,65,64,75,30,71
Jonathan Sandoval,19386,https://www.futwiz.com/en/fifa22/player/jonathan-sandoval/19386,71,silver,70,53,60,64,69,75
Eray Comert,19385,https://www.futwiz.com/en/fifa22/player/eray-comert/19385,71,silver,78,44,54,56,70,76
Bryan Acosta,19384,https://www.futwiz.com/en/fifa22/player/bryan-acosta/19384,71,silver,84,70,67,68,65,83
Edoardo Goldaniga,19383,https://www.futwiz.com/en/fifa22/player/edoardo-goldaniga/19383,71,silver,43,33,41,51,73,67
Edon Zhegrova,19382,https://www.futwiz.com/en/fifa22/player/edon-zhegrova/19382,71,silver-nr,81,63,63,76,25,56
Yildirim Mert Cetin,19381,https://www.futwiz.com/en/fifa22/player/yildirim-mert-cetin/19381,71,silver-nr,59,42,54,59,72,71
Filip Benkovic,19380,https://www.futwiz.com/en/fifa22/player/filip-benkovic/19380,71,silver,63,44,55,56,70,80
Jonas Lossl,19379,https://www.futwiz.com/en/fifa22/player/jonas-lossl/19379,71,silver-nr,72,72,68,71,31,70
Joaquin Novillo,19378,https://www.futwiz.com/en/fifa22/player/joaquin-novillo/19378,71,silver,64,34,43,49,70,80
Francesco Forte,19377,https://www.futwiz.com/en/fifa22/player/francesco-forte/19377,71,silver,57,72,61,67,32,70
Patrick Farkas,19376,https://www.futwiz.com/en/fifa22/player/patrick-farkas/19376,71,silver-nr,83,61,64,67,64,77
Cameron Puertas,19375,https://www.futwiz.com/en/fifa22/player/cameron-puertas/19375,71,silver-nr,77,66,69,71,68,77
Sebastian Lletget,19374,https://www.futwiz.com/en/fifa22/player/sebastian-lletget/19374,71,silver-nr,71,64,71,74,61,73
Cristopher Toselli,19373,https://www.futwiz.com/en/fifa22/player/cristopher-toselli/19373,71,silver-nr,69,69,70,72,51,70
Denis Vavro,19372,https://www.futwiz.com/en/fifa22/player/denis-vavro/19372,71,silver-nr,63,49,51,56,70,77
Leonardo Ramos,18781,https://www.futwiz.com/en/fifa22/player/leonardo-ramos/18781,71,sudamericana,68,73,54,66,32,78
Leandro Gonzalez Pirez,18777,https://www.futwiz.com/en/fifa22/player/leandro-gonzalez-pirez/18777,71,libertadores,68,48,60,67,69,80
Alejandro Mayorga,18481,https://www.futwiz.com/en/fifa22/player/alejandro-mayorga/18481,71,silver-nr,81,50,61,69,67,72
Kwon Kyung Won,18480,https://www.futwiz.com/en/fifa22/player/kwon-kyung-won/18480,71,silver-nr,63,39,61,59,71,77
Shamar Nicholson,18479,https://www.futwiz.com/en/fifa22/player/shamar-nicholson/18479,71,silver,68,74,58,65,23,77
Richie Laryea,18478,https://www.futwiz.com/en/fifa22/player/richie-laryea/18478,71,silver,81,60,64,71,63,71
Luis Fernando Leon,18477,https://www.futwiz.com/en/fifa22/player/luis-fernando-leon/18477,71,silver,58,37,47,50,71,72
Jhonder Cadiz,18476,https://www.futwiz.com/en/fifa22/player/jhonder-cadiz/18476,71,silver-nr,62,69,52,70,31,77
Chema Rodriguez,18475,https://www.futwiz.com/en/fifa22/player/chema-rodriguez/18475,71,silver,59,59,57,60,72,71
Choi Young Joon,18474,https://www.futwiz.com/en/fifa22/player/choi-young-joon/18474,71,silver-nr,70,61,66,66,67,75
Matthew Longstaff,18473,https://www.futwiz.com/en/fifa22/player/matthew-longstaff/18473,71,silver-nr,69,67,70,70,58,60
Andreas Vindheim,18472,https://www.futwiz.com/en/fifa22/player/andreas-vindheim/18472,71,silver-nr,83,54,63,68,64,70
Leonardo Ramos,18471,https://www.futwiz.com/en/fifa22/player/leonardo-ramos/18471,71,silver-nr,68,73,54,66,32,78
Chanathip Songkrasin,18470,https://www.futwiz.com/en/fifa22/player/chanathip-songkrasin/18470,71,silver,82,63,71,77,26,46
Kevin Ramirez,18469,https://www.futwiz.com/en/fifa22/player/kevin-ramirez/18469,71,silver-nr,82,57,63,73,32,58
Bingourou Kamara,18468,https://www.futwiz.com/en/fifa22/player/bingourou-kamara/18468,71,silver-nr,72,69,64,73,39,70
Antonin Bobichon,18467,https://www.futwiz.com/en/fifa22/player/antonin-bobichon/18467,71,silver,65,73,72,72,56,65
Jurgen Locadia,18466,https://www.futwiz.com/en/fifa22/player/jurgen-locadia/18466,71,silver,70,70,66,71,35,73
Rober Ibanez,18465,https://www.futwiz.com/en/fifa22/player/rober-ibanez/18465,71,silver-nr,75,67,70,73,48,53
Lukas Haraslin,18464,https://www.futwiz.com/en/fifa22/player/lukas-haraslin/18464,71,silver-nr,79,62,66,73,40,61
Miler Bolanos,18463,https://www.futwiz.com/en/fifa22/player/miler-bolanos/18463,71,silver,80,72,65,74,26,65
Wilson Morelo,18342,https://www.futwiz.com/en/fifa22/player/wilson-morelo/18342,71,libertadores,77,71,62,72,42,64
Nicolas Pasquini,18341,https://www.futwiz.com/en/fifa22/player/nicolas-pasquini/18341,71,sudamericana,77,59,72,63,66,71
Nicolas Silva,18340,https://www.futwiz.com/en/fifa22/player/nicolas-silva/18340,71,sudamericana,87,60,67,73,23,41
Aaron Drinan,17612,https://www.futwiz.com/en/fifa22/player/aaron-drinan/17612,71,silverif,80,72,60,72,42,72
Ibrahima Kone,17455,https://www.futwiz.com/en/fifa22/player/ibrahima-kone/17455,71,silverif,81,70,59,69,40,78
Assan Ceesay,17413,https://www.futwiz.com/en/fifa22/player/assan-ceesay/17413,71,silverif,91,74,67,70,44,76
Derrick Luckassen,17391,https://www.futwiz.com/en/fifa22/player/derrick-luckassen/17391,71,silver,75,58,64,67,68,79
Pablo Gonzalez,17390,https://www.futwiz.com/en/fifa22/player/pablo-gonzalez/17390,71,silver,52,66,71,68,64,71
Igor Kharatin,17389,https://www.futwiz.com/en/fifa22/player/igor-kharatin/17389,71,silver-nr,57,62,64,63,66,72
Nabil Dirar,17388,https://www.futwiz.com/en/fifa22/player/nabil-dirar/17388,71,silver,72,65,68,73,66,75
Niklas Moisander,13899,https://www.futwiz.com/en/fifa22/player/niklas-moisander/13899,71,silver,46,49,68,67,72,67
Giulio Maggiore,13898,https://www.futwiz.com/en/fifa22/player/giulio-maggiore/13898,71,silver-nr,66,59,65,70,64,67
Luna,13897,https://www.futwiz.com/en/fifa22/player/luna/13897,71,silver-nr,69,61,66,68,68,75
Josip Vukovic,13896,https://www.futwiz.com/en/fifa22/player/josip-vukovic/13896,71,silver-nr,55,49,64,68,66,74
Edoardo Goldaniga,13895,https://www.futwiz.com/en/fifa22/player/edoardo-goldaniga/13895,71,silver,43,33,41,51,73,67
Bjorn Bergmann Sigurdarson,13894,https://www.futwiz.com/en/fifa22/player/bjorn-bergmann-sigurdarson/13894,71,silver-nr,75,69,62,73,39,78
Jacob Une-Larsson,13893,https://www.futwiz.com/en/fifa22/player/jacob-une-larsson/13893,71,silver-nr,68,44,54,50,71,75
Aminu Umar,13892,https://www.futwiz.com/en/fifa22/player/aminu-umar/13892,71,silver-nr,80,65,67,74,46,70
Franco Troyansky,13891,https://www.futwiz.com/en/fifa22/player/franco-troyansky/13891,71,silver-nr,75,70,69,72,35,73
Ivan Villar,13890,https://www.futwiz.com/en/fifa22/player/ivan-villar/13890,71,silver-nr,71,69,68,70,32,69
Julian Green,13889,https://www.futwiz.com/en/fifa22/player/julian-green/13889,71,silver,74,68,66,76,33,60
Stoichkov,13888,https://www.futwiz.com/en/fifa22/player/stoichkov/13888,71,silver,72,73,67,72,46,63
Federico Barba,13887,https://www.futwiz.com/en/fifa22/player/federico-barba/13887,71,silver-nr,69,30,57,61,72,70
Raphael Framberger,13886,https://www.futwiz.com/en/fifa22/player/raphael-framberger/13886,71,silver-nr,81,41,56,58,69,61
Juan Alvarez,13885,https://www.futwiz.com/en/fifa22/player/juan-alvarez/13885,71,silver-nr,77,61,65,72,38,62
Yeison Gordillo,13884,https://www.futwiz.com/en/fifa22/player/yeison-gordillo/13884,71,sudamericana,62,45,58,64,67,78
Ernesto Torregrossa,13883,https://www.futwiz.com/en/fifa22/player/ernesto-torregrossa/13883,71,silver-nr,71,70,55,68,28,72
Ivan Ilic,13882,https://www.futwiz.com/en/fifa22/player/ivan-ilic/13882,71,silver-nr,69,62,72,74,61,66
Jesus Murillo,13881,https://www.futwiz.com/en/fifa22/player/jesus-murillo/13881,71,silver,79,38,53,61,70,79
Federico Santander,13880,https://www.futwiz.com/en/fifa22/player/federico-santander/13880,71,silver-nr,68,70,62,68,31,77
Jean-Kevin Duverne,13879,https://www.futwiz.com/en/fifa22/player/jean-kevin-duverne/13879,71,silver,61,35,59,66,72,73
Joaquin Esquivel,13878,https://www.futwiz.com/en/fifa22/player/joaquin-esquivel/13878,71,silver-nr,69,51,60,64,70,74
Eray Comert,13877,https://www.futwiz.com/en/fifa22/player/eray-comert/13877,71,silver,78,44,54,56,70,76
Ivo Grbic,13876,https://www.futwiz.com/en/fifa22/player/ivo-grbic/13876,71,silver-nr,69,71,68,73,27,70
Will Vaulks,13875,https://www.futwiz.com/en/fifa22/player/will-vaulks/13875,71,silver-nr,55,64,65,65,70,78
Ivor Pandur,13874,https://www.futwiz.com/en/fifa22/player/ivor-pandur/13874,71,silver-nr,71,69,62,74,39,69
Derrick Luckassen,13873,https://www.futwiz.com/en/fifa22/player/derrick-luckassen/13873,71,silver,75,58,64,67,68,79
Josip Juranovic,13872,https://www.futwiz.com/en/fifa22/player/josip-juranovic/13872,71,silver,83,56,67,70,66,68
Antonino Barilla,13871,https://www.futwiz.com/en/fifa22/player/antonino-barilla/13871,71,silver-nr,78,66,70,73,66,75
Dani Calvo,13870,https://www.futwiz.com/en/fifa22/player/dani-calvo/13870,71,silver-nr,47,46,56,51,71,76
Gianluca Frabotta,13869,https://www.futwiz.com/en/fifa22/player/gianluca-frabotta/13869,71,silver-nr,70,55,68,68,65,65
Antonin Bobichon,13868,https://www.futwiz.com/en/fifa22/player/antonin-bobichon/13868,71,silver,65,73,72,72,56,65
Jonathan Urretaviscaya,13867,https://www.futwiz.com/en/fifa22/player/jonathan-urretaviscaya/13867,71,libertadores,72,67,73,72,38,52
Albert Gudmundsson,13866,https://www.futwiz.com/en/fifa22/player/albert-gudmundsson/13866,71,silver,79,66,67,77,34,68
Antonio Briseno,13865,https://www.futwiz.com/en/fifa22/player/antonio-briseno/13865,71,silver-nr,59,43,49,59,70,77
Bogdan Mykhaylichenko,13864,https://www.futwiz.com/en/fifa22/player/bogdan-mykhaylichenko/13864,71,silver-nr,75,59,67,70,66,72
Saif-Eddine Khaoui,13863,https://www.futwiz.com/en/fifa22/player/saif-eddine-khaoui/13863,71,silver-nr,65,68,70,73,46,60
Kamil Grosicki,13862,https://www.futwiz.com/en/fifa22/player/kamil-grosicki/13862,71,silver-nr,78,71,70,72,38,58
Guido Carrillo,13861,https://www.futwiz.com/en/fifa22/player/guido-carrillo/13861,71,silver,46,74,54,70,39,72
Octavio Rivero,13860,https://www.futwiz.com/en/fifa22/player/octavio-rivero/13860,71,libertadores,70,71,48,69,25,77
Chema Rodriguez,13859,https://www.futwiz.com/en/fifa22/player/chema-rodriguez/13859,71,silver,59,59,57,60,72,71
Oscar Jansson,13858,https://www.futwiz.com/en/fifa22/player/oscar-jansson/13858,71,silver-nr,72,67,67,73,33,70
Wilson Morelo,13857,https://www.futwiz.com/en/fifa22/player/wilson-morelo/13857,71,silver-nr,77,71,62,72,42,64
Florent Ogier,13856,https://www.futwiz.com/en/fifa22/player/florent-ogier/13856,71,silver,41,31,39,52,73,78
Kyohei Noborizato,13855,https://www.futwiz.com/en/fifa22/player/kyohei-noborizato/13855,71,silver,90,57,64,72,61,69
Florian Kastenmeier,13854,https://www.futwiz.com/en/fifa22/player/florian-kastenmeier/13854,71,silver-nr,73,67,70,73,26,67
Hugo Fraile,13853,https://www.futwiz.com/en/fifa22/player/hugo-fraile/13853,71,silver,83,69,67,69,47,72
Paulinho,13852,https://www.futwiz.com/en/fifa22/player/paulinho/13852,71,silver,77,62,66,77,66,68
Bracali,13851,https://www.futwiz.com/en/fifa22/player/bracali/13851,71,silver-nr,71,71,60,69,39,71
Philipp Tschauner,13850,https://www.futwiz.com/en/fifa22/player/philipp-tschauner/13850,71,silver-nr,71,69,66,71,41,71
Luiz Carlos,13849,https://www.futwiz.com/en/fifa22/player/luiz-carlos/13849,71,silver-nr,55,67,68,68,69,72
Mubarak Wakaso,13848,https://www.futwiz.com/en/fifa22/player/mubarak-wakaso/13848,71,silver,83,69,69,72,69,82
Ivan Franco,13847,https://www.futwiz.com/en/fifa22/player/ivan-franco/13847,71,sudamericana,80,67,56,72,37,60
Manuel Schaffler,13846,https://www.futwiz.com/en/fifa22/player/manuel-schaffler/13846,71,silver,59,74,52,62,32,77
Osvaldo Martinez,13845,https://www.futwiz.com/en/fifa22/player/osvaldo-martinez/13845,71,silver,53,71,72,72,58,71
