ID;Nombre;IdFutwiz;Enlace;Media;Calidad;Equipo;Liga;Pais;Ritmo;Tiro;Pase;Regate;Defensa;Fisico
737;allan saint-maximin;628;https://www.futwiz.com/en/fc24/player/allan-saint-maximin/628;81;gold;Al Ahli;SAU 1;Francia;89;73;73;88;29;68
738;cecilia salvai;627;https://www.futwiz.com/en/fc24/player/cecilia-salvai/627;81;gold;Juventus;;Italia;74;49;69;65;82;83
739;brice samba;626;https://www.futwiz.com/en/fc24/player/brice-samba/626;81;gold-nr;RC Lens;FRA 1;Francia;79;81;79;83;53;79
740;sancet;625;https://www.futwiz.com/en/fc24/player/sancet/625;81;gold;Athletic Club;ESP 1;España;73;77;77;82;61;73
741;maria sanchez;624;https://www.futwiz.com/en/fc24/player/maria-sanchez/624;81;gold-nr;;;Mexico;85;73;76;81;43;69
742;ibrahim sangare;623;https://www.futwiz.com/en/fc24/player/ibrahim-sangare/623;81;gold;PSV;NED 1;C. Marfil;66;66;74;75;81;86
743;diego carlos;622;https://www.futwiz.com/en/fc24/player/diego-carlos/622;81;gold;Aston Villa;ENG 1;Brasil;67;47;63;67;81;77
744;xaver schlager;621;https://www.futwiz.com/en/fc24/player/xaver-schlager/621;81;gold;RB Leipzig;GER 1;Austria;74;70;74;78;75;80
745;kasper schmeichel;620;https://www.futwiz.com/en/fc24/player/kasper-schmeichel/620;81;gold-nr;OGC Nice;FRA 1;Dinamarca;78;77;79;80;45;80
746;william carvalho;619;https://www.futwiz.com/en/fc24/player/william-carvalho/619;81;gold-nr;Real Betis;ESP 1;Portugal;45;68;78;76;76;84
747;malcom;618;https://www.futwiz.com/en/fc24/player/malcom/618;81;gold;Al Hilal;SAU 1;Brasil;83;79;78;84;28;66
748;mario rui;617;https://www.futwiz.com/en/fc24/player/mario-rui/617;81;gold;Napoli FC;ITA 1;Portugal;81;57;77;80;76;68
749;ellyes skhiri;616;https://www.futwiz.com/en/fc24/player/ellyes-skhiri/616;81;gold-nr;Frankfurt;GER 1;Tunez;63;73;74;76;80;76
750;andi sullivan;615;https://www.futwiz.com/en/fc24/player/andi-sullivan/615;81;gold;;;Estados Unidos;67;58;71;75;79;78
751;jonathan tah;614;https://www.futwiz.com/en/fc24/player/jonathan-tah/614;81;gold-nr;Leverkusen;GER 1;Alemania;67;37;59;61;81;85
752;edmond tapsoba;613;https://www.futwiz.com/en/fc24/player/edmond-tapsoba/613;81;gold;Leverkusen;GER 1;Burk. Faso;75;54;65;70;82;79
753;martin terrier;612;https://www.futwiz.com/en/fc24/player/martin-terrier/612;81;gold;Stade Rennais FC;FRA 1;Francia;84;82;75;79;36;72
754;leandro trossard;611;https://www.futwiz.com/en/fc24/player/leandro-trossard/611;81;gold;Arsenal;ENG 1;Belgica;81;80;78;84;30;61
755;manuel ugarte;610;https://www.futwiz.com/en/fc24/player/manuel-ugarte/610;81;gold;Paris SG;FRA 1;Uruguay;72;64;73;77;77;80
756;lucas vazquez;609;https://www.futwiz.com/en/fc24/player/lucas-vazquez/609;81;gold;Real Madrid;ESP 1;España;81;73;80;80;73;69
757;odisseas vlachodimos;608;https://www.futwiz.com/en/fc24/player/odisseas-vlachodimos/608;81;gold;SL Benfica;POR 1;Grecia;84;77;66;84;43;78
758;inaki williams;607;https://www.futwiz.com/en/fc24/player/inaki-williams/607;81;gold;Athletic Club;ESP 1;Ghana;94;78;71;79;43;84
759;wilfried zaha;606;https://www.futwiz.com/en/fc24/player/wilfried-zaha/606;81;gold;Galatasaray;TUR 1;C. Marfil;90;78;72;85;37;76
760;duvan zapata;605;https://www.futwiz.com/en/fc24/player/duvan-zapata/605;81;gold;Bergamo Calcio;ITA 1;Colombia;75;80;63;77;35;85
761;nathan ake;534;https://www.futwiz.com/en/fc24/player/nathan-ake/534;81;gold;Manchester City;ENG 1;Holanda;75;53;72;74;82;77
762;ali al musrati;533;https://www.futwiz.com/en/fc24/player/ali-al-musrati/533;81;gold;SC Braga;POR 1;Libia;62;66;71;71;80;84
763;raul albiol;532;https://www.futwiz.com/en/fc24/player/raul-albiol/532;81;gold-nr;Villarreal CF;ESP 1;España;36;41;62;63;85;68
764;toby alderweireld;531;https://www.futwiz.com/en/fc24/player/toby-alderweireld/531;81;gold-nr;Royal Antwerp FC;BEL 1;Belgica;54;61;74;67;83;79
765;miguel almiron;530;https://www.futwiz.com/en/fc24/player/miguel-almiron/530;81;gold;Newcastle Utd;ENG 1;Paraguay;87;77;75;81;56;64
766;edson alvarez;529;https://www.futwiz.com/en/fc24/player/edson-alvarez/529;81;gold;West Ham;ENG 1;Mexico;68;58;68;70;82;87
767;yeray;528;https://www.futwiz.com/en/fc24/player/yeray/528;81;gold-nr;Athletic Club;ESP 1;España;64;49;68;65;83;76
768;natasa andonova;527;https://www.futwiz.com/en/fc24/player/natasa-andonova/527;81;gold;Levante UD;;Macedonia del Norte;74;80;79;81;28;64
769;maximilian arnold;526;https://www.futwiz.com/en/fc24/player/maximilian-arnold/526;81;gold;VfL Wolfsburg;GER 1;Alemania;66;79;79;78;76;75
770;kepa;525;https://www.futwiz.com/en/fc24/player/kepa/525;81;gold-nr;Real Madrid;ESP 1;España;80;78;85;84;34;78
771;balde;524;https://www.futwiz.com/en/fc24/player/balde/524;81;gold;FC Barcelona;ESP 1;España;91;48;73;78;75;64
772;lauren barnes;523;https://www.futwiz.com/en/fc24/player/lauren-barnes/523;81;gold;;;Estados Unidos;75;47;70;76;80;78
773;steven berghuis;522;https://www.futwiz.com/en/fc24/player/steven-berghuis/522;81;gold;Ajax;NED 1;Holanda;77;82;82;81;40;69
774;charlotte bilbault;521;https://www.futwiz.com/en/fc24/player/charlotte-bilbault/521;81;gold;Montpellier;;Francia;56;64;69;64;82;85
775;stina blackstenius;520;https://www.futwiz.com/en/fc24/player/stina-blackstenius/520;81;gold;Arsenal;;Suecia;83;83;60;81;39;75
776;benjamin bourigeaud;519;https://www.futwiz.com/en/fc24/player/benjamin-bourigeaud/519;81;gold;Stade Rennais FC;FRA 1;Francia;73;77;82;81;67;76
777;jule brand;518;https://www.futwiz.com/en/fc24/player/jule-brand/518;81;gold;VfL Wolfsburg;;Alemania;91;73;74;80;54;72
778;davide calabria;517;https://www.futwiz.com/en/fc24/player/davide-calabria/517;81;gold;Milan;ITA 1;Italia;79;57;71;77;79;73
779;mariona;516;https://www.futwiz.com/en/fc24/player/mariona/516;81;gold;FC Barcelona;;España;76;78;80;83;57;77
780;viola calligaris;515;https://www.futwiz.com/en/fc24/player/viola-calligaris/515;81;gold;Paris SG;;Suiza;80;59;73;74;80;79
781;etienne capoue;514;https://www.futwiz.com/en/fc24/player/etienne-capoue/514;81;gold-nr;Villarreal CF;ESP 1;Francia;50;75;78;75;79;78
782;samuel chukwueze;513;https://www.futwiz.com/en/fc24/player/samuel-chukwueze/513;81;gold;Milan;ITA 1;Nigeria;89;75;74;84;36;63
783;jonathan clauss;512;https://www.futwiz.com/en/fc24/player/jonathan-clauss/512;81;gold;OM;FRA 1;Francia;83;69;76;78;70;70
784;sebastian coates;511;https://www.futwiz.com/en/fc24/player/sebastian-coates/511;81;gold;Sporting CP;POR 1;Uruguay;66;49;55;62;82;88
785;lucas paqueta;510;https://www.futwiz.com/en/fc24/player/lucas-paqueta/510;81;gold;West Ham;ENG 1;Brasil;72;77;79;84;69;76
786;danielle colaprico;509;https://www.futwiz.com/en/fc24/player/danielle-colaprico/509;81;gold;;;Estados Unidos;79;75;78;80;75;72
787;daphne corboz;508;https://www.futwiz.com/en/fc24/player/daphne-corboz/508;81;gold-nr;Paris FC;;Francia;65;76;82;81;70;67
788;bryan cristante;507;https://www.futwiz.com/en/fc24/player/bryan-cristante/507;81;gold-nr;Roma FC;ITA 1;Italia;53;73;78;75;78;82
789;danilo;506;https://www.futwiz.com/en/fc24/player/danilo/506;81;gold;Juventus;ITA 1;Brasil;73;67;74;74;83;78
790;geyse;505;https://www.futwiz.com/en/fc24/player/geyse/505;81;gold;Manchester Utd;;Brasil;90;79;74;85;34;87
791;arnaut danjuma;504;https://www.futwiz.com/en/fc24/player/arnaut-danjuma/504;81;gold;Everton;ENG 1;Holanda;86;81;76;83;44;67
792;rui silva;503;https://www.futwiz.com/en/fc24/player/rui-silva/503;81;gold-nr;Real Betis;ESP 1;Portugal;82;76;77;84;31;81
793;jonathan david;502;https://www.futwiz.com/en/fc24/player/jonathan-david/502;81;gold;LOSC Lille;FRA 1;Canada;82;81;71;78;34;75
794;elisa de almeida;501;https://www.futwiz.com/en/fc24/player/elisa-de-almeida/501;81;gold-nr;Paris SG;;Francia;71;34;65;61;84;72
795;fred;500;https://www.futwiz.com/en/fc24/player/fred/500;81;gold;FenerbahASSe;TUR 1;Brasil;75;69;79;81;76;70
796;athenea;499;https://www.futwiz.com/en/fc24/player/athenea/499;81;gold-nr;Real Madrid;;España;81;77;74;83;24;67
797;rui patricio;498;https://www.futwiz.com/en/fc24/player/rui-patricio/498;81;gold-nr;Roma FC;ITA 1;Portugal;79;80;77;79;55;79
798;denzel dumfries;497;https://www.futwiz.com/en/fc24/player/denzel-dumfries/497;81;gold;Inter;ITA 1;Holanda;83;63;70;73;78;89
799;melchie dumornay;496;https://www.futwiz.com/en/fc24/player/melchie-dumornay/496;81;gold;OL;;Haiti;92;82;78;84;59;67
800;lewis dunk;495;https://www.futwiz.com/en/fc24/player/lewis-dunk/495;81;gold-nr;Brighton;ENG 1;Inglaterra;45;51;66;66;82;80
801;abby erceg;494;https://www.futwiz.com/en/fc24/player/abby-erceg/494;81;gold-nr;;;N. Zelanda;50;39;59;65;84;79
802;joao felix;493;https://www.futwiz.com/en/fc24/player/joao-felix/18320;81;gold;AtlA(c)tico de Madrid;ESP 1;Portugal;81;79;78;85;40;67
803;emily fox;492;https://www.futwiz.com/en/fc24/player/emily-fox/492;81;gold-nr;;;Estados Unidos;69;44;69;78;80;72
804;sara gama;491;https://www.futwiz.com/en/fc24/player/sara-gama/491;81;gold-nr;Juventus;;Italia;65;51;71;67;83;79
805;hanna glas;490;https://www.futwiz.com/en/fc24/player/hanna-glas/490;81;gold;;;Suecia;77;50;70;71;81;79
806;beto;489;https://www.futwiz.com/en/fc24/player/beto/489;81;gold;Everton;ENG 1;Portugal;86;79;59;75;25;84
807;anderson talisca;195;https://www.futwiz.com/en/fc24/player/anderson-talisca/195;81;gold;Al Nassr;SAU 1;Brasil;79;84;76;81;52;73
808;pedro porro;109;https://www.futwiz.com/en/fc24/player/pedro-porro/109;81;gold;Spurs;ENG 1;España;82;73;77;81;74;77
809;giovani lo celso;108;https://www.futwiz.com/en/fc24/player/giovani-lo-celso/108;81;gold;Spurs;ENG 1;Argentina;70;75;83;84;68;73
810;dejan kulusevski;107;https://www.futwiz.com/en/fc24/player/dejan-kulusevski/107;81;gold-nr;Spurs;ENG 1;Suecia;76;77;80;84;56;75
811;ben chilwell;94;https://www.futwiz.com/en/fc24/player/ben-chilwell/94;81;gold-nr;Chelsea;ENG 1;Inglaterra;74;60;78;78;77;73
812;luiz felipe;18332;https://www.futwiz.com/en/fc24/player/luiz-felipe/18332;80;gold;Al Ittihad;SAU 1;Italia;72;29;61;68;81;74
813;sofyan amrabat;18331;https://www.futwiz.com/en/fc24/player/sofyan-amrabat/18331;80;gold-nr;Manchester Utd;ENG 1;Marruecos;68;71;77;79;74;80
814;georginio wijnaldum;18330;https://www.futwiz.com/en/fc24/player/georginio-wijnaldum/18330;80;gold;Ettifaq FC;SAU 1;Holanda;68;72;77;80;77;74
815;leonardo bonucci;18328;https://www.futwiz.com/en/fc24/player/leonardo-bonucci/18328;80;gold-nr;Union Berlin;GER 1;Italia;47;59;70;71;82;75
816;niclas fullkrug;18327;https://www.futwiz.com/en/fc24/player/niclas-fullkrug/18327;80;gold-nr;Borussia Dortmund;GER 1;Alemania;62;83;70;74;40;78
817;alen halilovic;18326;https://www.futwiz.com/en/fc24/player/alen-halilovic/18326;80;goldif;Fortuna Sittard;NED 1;Croacia;80;77;82;86;56;53
818;carlinhos;17814;https://www.futwiz.com/en/fc24/player/carlinhos/17814;80;goldif;Portimonense SC;POR 1;Brasil;78;79;80;82;65;82
819;haris tabakovic;17812;https://www.futwiz.com/en/fc24/player/haris-tabakovic/17812;80;goldif;Hertha Berlin;GER 2;Suiza;65;82;63;75;40;85
820;jelle bataille;17811;https://www.futwiz.com/en/fc24/player/jelle-bataille/17811;80;goldif;Royal Antwerp FC;BEL 1;Belgica;87;63;75;80;74;76
821;alexandre oukidja;17798;https://www.futwiz.com/en/fc24/player/alexandre-oukidja/17798;80;goldif;FC Metz;FRA 2;Argelia;78;80;78;81;54;81
822;goncalo ramos;875;https://www.futwiz.com/en/fc24/player/goncalo-ramos/875;80;gold;Paris SG;FRA 1;Portugal;77;78;65;77;47;82
823;luiz felipe;874;https://www.futwiz.com/en/fc24/player/luiz-felipe/874;80;gold;Real Betis;ESP 1;Italia;72;29;61;68;81;74
824;david raya;873;https://www.futwiz.com/en/fc24/player/david-raya/873;80;gold-nr;Arsenal;ENG 1;España;80;78;82;82;57;80
825;geraldine reuteler;872;https://www.futwiz.com/en/fc24/player/geraldine-reuteler/872;80;gold;Frankfurt;;Suiza;87;75;77;82;56;75
826;faustine robert;871;https://www.futwiz.com/en/fc24/player/faustine-robert/871;80;gold;Montpellier;;Francia;88;78;77;79;51;54
827;sergi roberto;870;https://www.futwiz.com/en/fc24/player/sergi-roberto/870;80;gold-nr;FC Barcelona;ESP 1;España;74;63;79;77;75;73
828;oriol romeu;869;https://www.futwiz.com/en/fc24/player/oriol-romeu/869;80;gold-nr;FC Barcelona;ESP 1;España;43;54;69;67;79;82
829;valentin rongier;868;https://www.futwiz.com/en/fc24/player/valentin-rongier/868;80;gold;OM;FRA 1;Francia;68;65;75;78;76;80
830;marcel sabitzer;867;https://www.futwiz.com/en/fc24/player/marcel-sabitzer/867;80;gold;Borussia Dortmund;GER 1;Austria;69;81;80;80;72;75
831;teji savanier;866;https://www.futwiz.com/en/fc24/player/teji-savanier/866;80;gold;Montpellier;FRA 1;Francia;62;75;83;82;68;70
832;elisa sens;865;https://www.futwiz.com/en/fc24/player/elisa-sens/865;80;gold-nr;Leverkusen;;Alemania;60;68;78;82;74;69
833;david soria;864;https://www.futwiz.com/en/fc24/player/david-soria/864;80;gold-nr;Getafe CF;ESP 1;España;80;79;73;82;43;79
834;leonardo spinazzola;863;https://www.futwiz.com/en/fc24/player/leonardo-spinazzola/863;80;gold;Roma FC;ITA 1;Italia;91;64;72;79;76;69
835;nicolas tagliafico;862;https://www.futwiz.com/en/fc24/player/nicolas-tagliafico/862;80;gold;OL;FRA 1;Argentina;79;56;72;75;78;80
836;kieran tierney;861;https://www.futwiz.com/en/fc24/player/kieran-tierney/861;80;gold;Real Sociedad;ESP 1;Escocia;80;60;75;78;76;75
837;sandie toletti;860;https://www.futwiz.com/en/fc24/player/sandie-toletti/860;80;gold;Real Madrid;;Francia;79;76;82;80;72;74
838;rafael toloi;859;https://www.futwiz.com/en/fc24/player/rafael-toloi/859;80;gold;Bergamo Calcio;ITA 1;Italia;67;52;59;65;82;82
839;marion torrent;858;https://www.futwiz.com/en/fc24/player/marion-torrent/858;80;gold-nr;Montpellier;;Francia;70;58;72;76;79;73
840;hamari traore;857;https://www.futwiz.com/en/fc24/player/hamari-traore/857;80;gold;Real Sociedad;ESP 1;Mali;82;57;72;76;75;78
841;phallon tullis-joyce;856;https://www.futwiz.com/en/fc24/player/phallon-tullis-joyce/856;80;gold-nr;;;Estados Unidos;80;74;75;82;44;81
842;andre silva;855;https://www.futwiz.com/en/fc24/player/andre-silva/855;80;gold;Real Sociedad;ESP 1;Portugal;74;80;70;81;46;77
843;carlos vela;854;https://www.futwiz.com/en/fc24/player/carlos-vela/854;80;gold-nr;LAFC;MLS;Mexico;77;79;77;82;29;63
844;jordan veretout;853;https://www.futwiz.com/en/fc24/player/jordan-veretout/853;80;gold;OM;FRA 1;Francia;74;75;78;79;76;80
845;jonathan viera;852;https://www.futwiz.com/en/fc24/player/jonathan-viera/852;80;gold;UD Las Palmas;ESP 1;España;80;74;79;80;63;72
846;aaron wan-bissaka;851;https://www.futwiz.com/en/fc24/player/aaron-wan-bissaka/851;80;gold;Manchester Utd;ENG 1;Inglaterra;83;50;68;77;77;71
847;ollie watkins;850;https://www.futwiz.com/en/fc24/player/ollie-watkins/850;80;gold;Aston Villa;ENG 1;Inglaterra;84;79;68;76;46;75
848;morgan weaver;849;https://www.futwiz.com/en/fc24/player/morgan-weaver/849;80;gold-nr;;;Estados Unidos;81;78;78;78;45;76
849;julian weigl;848;https://www.futwiz.com/en/fc24/player/julian-weigl/848;80;gold-nr;M'gladbach;GER 1;Alemania;56;64;77;76;76;74
850;christen westphal;847;https://www.futwiz.com/en/fc24/player/christen-westphal/847;80;gold-nr;;;Estados Unidos;79;50;74;72;80;70
851;benjamin white;846;https://www.futwiz.com/en/fc24/player/benjamin-white/846;80;gold-nr;Arsenal;ENG 1;Inglaterra;72;30;70;74;82;77
852;georginio wijnaldum;845;https://www.futwiz.com/en/fc24/player/georginio-wijnaldum/845;80;gold;Paris SG;FRA 1;Holanda;68;72;77;80;77;74
853;sarah zadrazil;844;https://www.futwiz.com/en/fc24/player/sarah-zadrazil/844;80;gold-nr;FC Bayern MA 1/4nchen;;Austria;56;66;72;79;75;77
854;nicolo zaniolo;843;https://www.futwiz.com/en/fc24/player/nicolo-zaniolo/843;80;gold;Aston Villa;ENG 1;Italia;83;78;72;81;51;86
855;oleksandr zinchenko;842;https://www.futwiz.com/en/fc24/player/oleksandr-zinchenko/842;80;gold-nr;Arsenal;ENG 1;Ucrania;66;66;83;83;78;69
856;hakim ziyech;841;https://www.futwiz.com/en/fc24/player/hakim-ziyech/841;80;gold-nr;Galatasaray;TUR 1;Marruecos;74;75;83;81;50;64
857;zubeldia;840;https://www.futwiz.com/en/fc24/player/zubeldia/840;80;gold;Real Sociedad;ESP 1;España;72;63;74;73;80;81
858;zubimendi;839;https://www.futwiz.com/en/fc24/player/zubimendi/839;80;gold-nr;Real Sociedad;ESP 1;España;64;65;74;75;78;71
859;cristiano biraghi;777;https://www.futwiz.com/en/fc24/player/cristiano-biraghi/777;80;gold-nr;Fiorentina;ITA 1;Italia;76;69;78;77;76;75
860;leonardo bonucci;776;https://www.futwiz.com/en/fc24/player/leonardo-bonucci/776;80;gold-nr;Juventus;ITA 1;Italia;47;59;70;71;82;75
861;claudio bravo;775;https://www.futwiz.com/en/fc24/player/claudio-bravo/775;80;gold-nr;Real Betis;ESP 1;Chile;78;80;83;80;56;79
862;emiliano buendia;774;https://www.futwiz.com/en/fc24/player/emiliano-buendia/774;80;gold-nr;Aston Villa;ENG 1;Argentina;69;74;81;83;66;71
863;kessya bussy;773;https://www.futwiz.com/en/fc24/player/kessya-bussy/773;80;gold-nr;Paris FC;;Francia;81;78;73;84;38;54
864;niamh charles;772;https://www.futwiz.com/en/fc24/player/niamh-charles/772;80;gold-nr;Aston Villa;;Inglaterra;79;65;78;75;76;68
865;giorgio chiellini;771;https://www.futwiz.com/en/fc24/player/giorgio-chiellini/771;80;gold;LAFC;MLS;Italia;64;46;60;58;81;82
866;francis coquelin;770;https://www.futwiz.com/en/fc24/player/francis-coquelin/770;80;gold;Villarreal CF;ESP 1;Francia;67;68;78;79;78;79
867;jesus corona;769;https://www.futwiz.com/en/fc24/player/jesus-corona/769;80;gold;Sevilla FC;ESP 1;Mexico;81;65;79;86;73;67
868;juan cuadrado;768;https://www.futwiz.com/en/fc24/player/juan-cuadrado/768;80;gold;Inter;ITA 1;Colombia;88;73;78;84;74;68
869;antonia silva;767;https://www.futwiz.com/en/fc24/player/antonia-silva/767;80;gold;Levante UD;;Brasil;80;48;73;77;78;77
870;marine dafeur;766;https://www.futwiz.com/en/fc24/player/marine-dafeur/766;80;gold-nr;;;Argelia;73;74;80;80;68;76
871;abby dahlkemper;765;https://www.futwiz.com/en/fc24/player/abby-dahlkemper/765;80;gold-nr;;;Estados Unidos;52;47;61;63;84;73
872;diogo dalot;764;https://www.futwiz.com/en/fc24/player/diogo-dalot/764;80;gold;Manchester Utd;ENG 1;Portugal;81;61;76;78;75;79
873;kevin danso;763;https://www.futwiz.com/en/fc24/player/kevin-danso/763;80;gold;RC Lens;FRA 1;Austria;78;32;55;62;79;85
874;matteo darmian;762;https://www.futwiz.com/en/fc24/player/matteo-darmian/762;80;gold-nr;Inter;ITA 1;Italia;71;59;73;76;83;71
875;tierna davidson;761;https://www.futwiz.com/en/fc24/player/tierna-davidson/761;80;gold;;;Estados Unidos;68;43;61;66;84;76
876;richarlison;760;https://www.futwiz.com/en/fc24/player/richarlison/760;80;gold;Spurs;ENG 1;Brasil;77;79;72;82;53;78
877;de marcos;759;https://www.futwiz.com/en/fc24/player/de-marcos/759;80;gold;Athletic Club;ESP 1;España;79;64;75;75;77;79
878;marten de roon;758;https://www.futwiz.com/en/fc24/player/marten-de-roon/758;80;gold;Bergamo Calcio;ITA 1;Holanda;69;70;71;72;82;83
879;tainara;757;https://www.futwiz.com/en/fc24/player/tainara/757;80;gold-nr;FC Bayern MA 1/4nchen;;Brasil;59;39;66;69;82;73
880;oceane deslandes;756;https://www.futwiz.com/en/fc24/player/oceane-deslandes/756;80;gold-nr;Montpellier;;Francia;68;47;78;72;82;77
881;deulofeu;755;https://www.futwiz.com/en/fc24/player/deulofeu/755;80;gold;Udinese;ITA 1;España;90;79;76;86;30;67
882;brahim;754;https://www.futwiz.com/en/fc24/player/brahim/754;80;gold;Real Madrid;ESP 1;España;81;71;77;83;30;49
883;marko dmitrovic;753;https://www.futwiz.com/en/fc24/player/marko-dmitrovic/753;80;gold-nr;Sevilla FC;ESP 1;Serbia;78;79;79;80;37;81
884;marcus edwards;752;https://www.futwiz.com/en/fc24/player/marcus-edwards/752;80;gold-nr;Sporting CP;POR 1;Inglaterra;85;73;71;86;33;48
885;eljif elmas;751;https://www.futwiz.com/en/fc24/player/eljif-elmas/751;80;gold-nr;Napoli FC;ITA 1;Macedonia del Norte;75;73;76;84;66;69
886;aritz elustondo;750;https://www.futwiz.com/en/fc24/player/aritz-elustondo/750;80;gold-nr;Real Sociedad;ESP 1;España;64;39;64;61;80;77
887;wataru endo;749;https://www.futwiz.com/en/fc24/player/wataru-endo/749;80;gold;Liverpool;ENG 1;Japon;67;68;73;80;79;75
888;pervis estupinan;748;https://www.futwiz.com/en/fc24/player/pervis-estupinan/748;80;gold-nr;Brighton;ENG 1;Ecuador;77;47;71;76;77;75
889;suso;747;https://www.futwiz.com/en/fc24/player/suso/747;80;gold-nr;Sevilla FC;ESP 1;España;72;76;80;83;32;51
890;jessie fleming;746;https://www.futwiz.com/en/fc24/player/jessie-fleming/746;80;gold;Aston Villa;;Canada;82;77;77;82;68;54
891;youssouf fofana;745;https://www.futwiz.com/en/fc24/player/youssouf-fofana/745;80;gold;AS Monaco;FRA 1;Francia;69;67;74;77;78;79
892;emil forsberg;744;https://www.futwiz.com/en/fc24/player/emil-forsberg/744;80;gold-nr;RB Leipzig;GER 1;Suecia;65;73;82;82;36;61
893;juan foyth;743;https://www.futwiz.com/en/fc24/player/juan-foyth/743;80;gold-nr;Villarreal CF;ESP 1;Argentina;71;46;71;72;81;77
894;davide frattesi;742;https://www.futwiz.com/en/fc24/player/davide-frattesi/742;80;gold;Inter;ITA 1;Italia;79;71;78;81;68;70
895;niclas fullkrug;741;https://www.futwiz.com/en/fc24/player/niclas-fullkrug/741;80;gold-nr;SV Werder Bremen;GER 1;Alemania;62;83;70;74;40;78
896;lola gallardo;740;https://www.futwiz.com/en/fc24/player/lola-gallardo/740;80;gold;AtlA(c)tico de Madrid;;España;81;75;77;82;51;80
897;maelle garbino;739;https://www.futwiz.com/en/fc24/player/maelle-garbino/739;80;gold-nr;Juventus;;Francia;73;77;77;82;53;60
898;lucia garcia;738;https://www.futwiz.com/en/fc24/player/lucia-garcia/738;80;gold;Manchester Utd;;España;89;80;71;82;33;63
899;aleix garcia;737;https://www.futwiz.com/en/fc24/player/aleix-garcia/737;80;gold-nr;Girona FC;ESP 1;España;64;74;81;80;71;66
900;naomi girma;736;https://www.futwiz.com/en/fc24/player/naomi-girma/736;80;gold-nr;;;Estados Unidos;66;43;61;71;82;74
901;nuno santos;735;https://www.futwiz.com/en/fc24/player/nuno-santos/735;80;gold;Sporting CP;POR 1;Portugal;83;81;76;80;67;69
902;nemanja gudelj;734;https://www.futwiz.com/en/fc24/player/nemanja-gudelj/734;80;gold-nr;Sevilla FC;ESP 1;Serbia;55;73;78;70;79;85
903;david hancko;733;https://www.futwiz.com/en/fc24/player/david-hancko/733;80;gold;Feyenoord;NED 1;Eslovaquia;79;64;72;74;80;81
904;didi haracic;732;https://www.futwiz.com/en/fc24/player/didi-haracic/732;80;gold;;;Bosnia-H.;81;78;73;80;43;79
905;jordan henderson;731;https://www.futwiz.com/en/fc24/player/jordan-henderson/731;80;gold-nr;Ettifaq FC;SAU 1;Inglaterra;61;73;80;77;76;78
906;ibanez;730;https://www.futwiz.com/en/fc24/player/ibanez/730;80;gold;Al Ahli;SAU 1;Brasil;85;32;45;60;82;81
907;mauro icardi;729;https://www.futwiz.com/en/fc24/player/mauro-icardi/729;80;gold-nr;Galatasaray;TUR 1;Argentina;67;81;69;73;40;72
908;sophie ingle;728;https://www.futwiz.com/en/fc24/player/sophie-ingle/728;80;gold-nr;Aston Villa;;Gales;64;65;75;76;77;67
909;kerolin nicoli;727;https://www.futwiz.com/en/fc24/player/kerolin-nicoli/727;80;gold;;;Brasil;82;72;76;81;42;75
910;oriane jean-francois;726;https://www.futwiz.com/en/fc24/player/oriane-jean-francois/726;80;gold;Paris SG;;Francia;74;67;71;72;79;78
911;joan jordan;725;https://www.futwiz.com/en/fc24/player/joan-jordan/725;80;gold-nr;Sevilla FC;ESP 1;España;56;76;79;77;70;75
912;boubacar kamara;724;https://www.futwiz.com/en/fc24/player/boubacar-kamara/724;80;gold;Aston Villa;ENG 1;Francia;68;54;72;73;80;79
913;lisa karl;723;https://www.futwiz.com/en/fc24/player/lisa-karl/723;80;gold;SC Freiburg;;Alemania;80;64;70;79;79;72
914;hasret kayikci;722;https://www.futwiz.com/en/fc24/player/hasret-kayikci/722;80;gold;SC Freiburg;;Alemania;81;75;76;85;56;73
915;sophia kleinherne;721;https://www.futwiz.com/en/fc24/player/sophia-kleinherne/721;80;gold-nr;Frankfurt;;Alemania;74;37;66;71;82;74
916;emma koivisto;720;https://www.futwiz.com/en/fc24/player/emma-koivisto/720;80;gold;Liverpool;;Finlandia;76;61;69;69;82;78
917;teun koopmeiners;719;https://www.futwiz.com/en/fc24/player/teun-koopmeiners/719;80;gold-nr;Bergamo Calcio;ITA 1;Holanda;68;75;80;76;76;77
918;rosemonde kouassi;718;https://www.futwiz.com/en/fc24/player/rosemonde-kouassi/718;80;gold;;;C. Marfil;94;81;65;78;37;69
919;takefusa kubo;717;https://www.futwiz.com/en/fc24/player/takefusa-kubo/717;80;gold-nr;Real Sociedad;ESP 1;Japon;84;75;76;83;40;60
920;maelle lakrar;716;https://www.futwiz.com/en/fc24/player/maelle-lakrar/716;80;gold;Montpellier;;Francia;76;46;67;70;83;74
921;erik lamela;715;https://www.futwiz.com/en/fc24/player/erik-lamela/715;80;gold;Sevilla FC;ESP 1;Argentina;79;77;78;83;54;69
922;armand lauriente;714;https://www.futwiz.com/en/fc24/player/armand-lauriente/714;80;gold-nr;Sassuolo;ITA 1;Francia;84;76;75;82;35;47
923;lea le garrec;713;https://www.futwiz.com/en/fc24/player/lea-le-garrec/713;80;gold-nr;;;Francia;57;80;81;77;68;73
924;matheus;712;https://www.futwiz.com/en/fc24/player/matheus/712;80;gold-nr;SC Braga;POR 1;Brasil;82;75;81;82;45;79
